buyer_id,seller_id,relationship_score
0286dc44a0a0e8b180d6d8cb63678daa7c42907d897a4d2b2d7834e606e9156e,0286dc44a0a0e8b180d6d8cb63678daa7c42907d897a4d2b2d7834e606e9156e,2
028702c5b638e7bf15f4a90c8752962536224def3204b236d045d3b86853a23c,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,2
028ae8a0016a50fb97b5fffc3aa46a6872e3fdc1808643c68d6e3a831f7428c6,e54ee1463a885bf74cba2a7a3bdadcabd970186653b48a1bb917efedc5940f6e,1
028d35c95ac7f7f7de069dbead782a976d448d6a87cea6abcb7669f9571242dc,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02947795e2b817ad84d51691806d513f999071e62aeb1c2e4e40fade79b3e801,02947795e2b817ad84d51691806d513f999071e62aeb1c2e4e40fade79b3e801,2
029a1bf7e4a224a2473e33c4b75b109bebf05c66edc0cc4d603d65e395f48b60,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02a013a384e36042b82f0a1483ce1b0b3e4edf547873dcf6c0824909a31946ab,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02a29af4f84ed2421ed19d28a854e6d08a2372fac6513c035705887962ff78ad,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02a447e97b5af4fac062b568b421009b560b70b95c53aa1daf0cff7d5ff61304,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,2
02a676bf78b6fd253ce17436c2bb95841bff96ad22afacb036dc96b61a9245c1,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02b1ca09e55872b9519e2faf26e46763ccb744a5ab3a8bdb22c2093581a2681b,02b1ca09e55872b9519e2faf26e46763ccb744a5ab3a8bdb22c2093581a2681b,1
02bcd042938ddc93f3d046fe22b583db21e057dcfff9b437ecbe96547b02d4c2,02bcd042938ddc93f3d046fe22b583db21e057dcfff9b437ecbe96547b02d4c2,1
02cab3cb37023f8f929666c5a0b20fceb47d818a60a5ae4a8a00972bd37a4737,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02cd9621014283645509c4575f355ff7fc4abf335bbde8fbfc6cde338910388a,02cd9621014283645509c4575f355ff7fc4abf335bbde8fbfc6cde338910388a,2
02d1ac26d3b7b0b0967b2ca365568f90fd3e49d88dbc0531dcf173291e239e2e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,2
02d3edf0b3928f8c36cdcacb400d336f7d85aa233e1e24d74c1b62562d48a5fd,1df26fec5f6329c37cd4da9fa7e9106d7f465285e2c11ecca51a5787b46ebecf,1
02d3edf0b3928f8c36cdcacb400d336f7d85aa233e1e24d74c1b62562d48a5fd,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02d888727a7503666fb31d19d76ef0c564f00b39409fbe7b087a837cd6033b3c,02d888727a7503666fb31d19d76ef0c564f00b39409fbe7b087a837cd6033b3c,2
02d888727a7503666fb31d19d76ef0c564f00b39409fbe7b087a837cd6033b3c,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02de1648db6c1269ccad99b10fb5e22c3785b90e38f897dc47b9c9114a714f64,02de1648db6c1269ccad99b10fb5e22c3785b90e38f897dc47b9c9114a714f64,1
02e8beaac314cbfbdc43f5eb21b05e778e29d36722cd645975820691b1d00194,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02ea22f8bf400bbc953a5e1b5ac56882e1deaadb250678b65e139854fa4ce93f,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,2
02ea263cbb8ec4e29aeff5aecf831da36dc1495121ad6a39110651828f86b2c7,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02ea683de4814d8d6c1de86e9ee9a3b24374f7c9ae07b0801347499eadd06d03,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02ea80cfc85e59adf40bb2515123af0dfe8ba32f71afdbbcee9c08b92db1e824,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
02ee795961dec1dc135976a0a5a7cf62dd40f37263e2f874614dfb46bc946d1d,193366304757172f73ad6e3b18d5c569df9edd725d715a1e8a7f27244bdf8be6,1
03123825988cea6ee49d066fe4a227e1312b0009b3cd816391a0e531aad9d23d,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03128dbe7232edcaf6c2f7876fb248bc2487acd711f12aa5ec270dd8ffa1e1be,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0319d112a7b36a038486f2983e21705d1f052a184903a621002d76503f88efcc,0319d112a7b36a038486f2983e21705d1f052a184903a621002d76503f88efcc,2
032719587f58f2983d40842ec233b8e4a22dcf9fb4bc4c6a9753172785ed3766,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03283b13f58eb9759ab629fecee4ad3948ec617e3143347af2b78ee6a6e70319,03283b13f58eb9759ab629fecee4ad3948ec617e3143347af2b78ee6a6e70319,1
032899bff1b1f08404c9367d1b6d54b8bba6b8d574f7570ceb2f26b9d8e6213c,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03302f0c2f8a81c97ded2824aedb5066c7777b468894dc42836b2ca040a3f399,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03433301486d8f9212ce036cbe365832443c42153f4b230bcb1a222cfc44eba8,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0346fd1842967c9ace7a6dcc5695e5cf4d42ab315535f07c2cab09e62aa06c11,0346fd1842967c9ace7a6dcc5695e5cf4d42ab315535f07c2cab09e62aa06c11,2
0348551af6e44249bd37e8b68c1e71d479788cd89277ffdf2d7a059008964d66,0348551af6e44249bd37e8b68c1e71d479788cd89277ffdf2d7a059008964d66,1
03614ea0e30b44682c1fa5e29b84e34e977575169106f024a335a24008a00800,03614ea0e30b44682c1fa5e29b84e34e977575169106f024a335a24008a00800,1
036ac0ca5a20964a88cdb13c191350408793a04cae4b76f96c5791f6b6f7e56d,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
037722dbbe943fabc7980a395783058e09b2572c5416a8b021282b3140333e00,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0377539954b13f94eb85ab681f776fddd26a4c592e4b637c9c883223de15e2c5,0377539954b13f94eb85ab681f776fddd26a4c592e4b637c9c883223de15e2c5,1
037dad2df0dc471e743336c7a52f41cd6dd11bac4593a4a9307ea0ee92eb00c5,037dad2df0dc471e743336c7a52f41cd6dd11bac4593a4a9307ea0ee92eb00c5,1
038b36b476d0e3053e5811d5e917a9c3f13d2b3a3709004d660db799ce998481,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
039047b3642fd76ecaee88c11ea51765cb961de5aaa3feb5ee265e599f94ded8,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0396fec8d0cb09ca98ed6b1e5c379637f091bf14564c74fddfc3da5edd6c27af,0396fec8d0cb09ca98ed6b1e5c379637f091bf14564c74fddfc3da5edd6c27af,3
03a227244a7a28e1b14445ca79a820377141ee43389480d6040ea89347522032,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,2
03a780f59167bebd1e5acab2d888a280bfee443412c46ac74f511d0a64f7fc38,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,2
03ab4df626d4a43f05c6d42045d5b615a2ab516c859713c2e2dbe583d71ae007,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03ad8dd78cd0564e55fcac4cedc33b35fce80d80b78accb63f6766442405f1b5,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,3
03af304fbcea267a6bdea9cc234b3914de11564adc00e8cbcfd3f7d551dfe2ce,03af304fbcea267a6bdea9cc234b3914de11564adc00e8cbcfd3f7d551dfe2ce,1
03bbbcc5b419e5b0bf3578213d69f4ac1203b5b7bede0b80324d444d2607cca8,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03ca628ad514d7a534c985ac459d533aca1f78fbb9398fdfb65b5c775243465e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03d15cdf433f9754963ce6ca792193d5e86a4425cb1b49b58df73a255ae68e81,03d15cdf433f9754963ce6ca792193d5e86a4425cb1b49b58df73a255ae68e81,1
03db6df3335591bff8016c9564f88a541946f95b9fccf159e1b0aae1c13b78fe,03db6df3335591bff8016c9564f88a541946f95b9fccf159e1b0aae1c13b78fe,1
03dcdefed1711341ffd86e03294ff960fccde7ee94fb909f62d80b8b8b15889a,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03dd1472ca817b10de2f2dfea78d838e04c4f3df9bd8c73d67fa6bc7e9c69d91,03dd1472ca817b10de2f2dfea78d838e04c4f3df9bd8c73d67fa6bc7e9c69d91,1
03e05dc0421dc088589320cbe53f09930d58cea5617bffb6f7f8269e875f17f2,03e05dc0421dc088589320cbe53f09930d58cea5617bffb6f7f8269e875f17f2,1
03f280ace12e74aaa491ad5209527a82c4d984726a5ebfc88a1bd1e416e411d5,03f280ace12e74aaa491ad5209527a82c4d984726a5ebfc88a1bd1e416e411d5,1
03f46471372384fdfaf69cc4202078722c2f17c6761cbda8250cdaf60f4a2df7,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
03fa389cdd816ee5fa86896acac5c4aeb9c161ab051dc2eba9a745bd5a9c293c,03fa389cdd816ee5fa86896acac5c4aeb9c161ab051dc2eba9a745bd5a9c293c,2
03fc7d253cc3c4854d400b044c40b9960c04f0a5a24606fb04193bd86096d9a8,03fc7d253cc3c4854d400b044c40b9960c04f0a5a24606fb04193bd86096d9a8,2
040d53425dc745b6063549d5339ccd075ef997c3ed71a5256056f90ae6206438,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0416338b960250daa2fae94fed3565e071b9c6390e1d4bbe6b0dd74c0872f8a4,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0416923a57490a0a3bec6aef561bb1dfc34fd66f70591663c28d886424b6e899,0416923a57490a0a3bec6aef561bb1dfc34fd66f70591663c28d886424b6e899,1
0417bba3bd55f1c5f6f1fd5e312f80dae424f41439f0bec8f385dc88eb05356c,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
0419a2f29f892b94115fb7a5589853f6bfd6d90862183f55abc31cc87a893973,0419a2f29f892b94115fb7a5589853f6bfd6d90862183f55abc31cc87a893973,1
041fac358d286518c94b0fdae193ea26f6fb8940107c9bd9bde2abd41f7c2777,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,1
